,Isocode,Country,Year,PopMale,PopFemale,PopTotal,GrowthRate,PopDensity,GDP,CO2,TFR,LEx,LExMale,LExFemale,CO2.norm,GDP.norm,PopTotal.norm,TFR.norm,Tech,Region
8926,ALB,Albania,1997,1672.977,1658.34,3331.317,-0.1761,115.88,2197.91,0.126376445,2.611,72.796,69.982,75.96,0.213322573,0.8793759,0.966472598,0.879124579,0.575, Eastern Europe
8986,ALB,Albania,1998,1665.074,1660.382,3325.456,-0.2262,115.676,2405.34,0.143739686,2.543,73.235,70.39,76.41,0.242631604,0.962368757,0.96477222,0.856228956,0.598, Eastern Europe
9082,ALB,Albania,1999,1657.581,1660.36,3317.941,-0.3924,115.415,2751.89,0.245332874,2.467,73.713,70.829,76.906,0.414120209,1.101018312,0.962591989,0.830639731,0.892, Eastern Europe
9143,ALB,Albania,2000,1648.992,1655.956,3304.948,-0.5724,114.963,2962.28,0.249323136,2.383,74.2,71.275,77.419,0.420855744,1.185196122,0.958822495,0.802356902,0.842, Eastern Europe
9195,ALB,Albania,2001,1639.366,1646.718,3286.084,-0.6867,114.307,3228.52,0.267491641,2.291,74.664,71.703,77.917,0.451524055,1.29171929,0.953349723,0.771380471,0.829, Eastern Europe
9236,ALB,Albania,2002,1629.625,1633.971,3263.596,-0.7446,113.524,3397.68,0.313457916,2.195,75.081,72.096,78.373,0.529114813,1.359399776,0.946825566,0.739057239,0.923, Eastern Europe
9316,ALB,Albania,2003,1620.084,1619.301,3239.385,-0.7184,112.682,3627.06,0.361488369,2.097,75.437,72.444,78.769,0.610189888,1.451171559,0.939801537,0.706060606,0.997, Eastern Europe
9366,ALB,Albania,2004,1611.201,1604.996,3216.197,-0.6259,111.876,3864.39,0.353212194,2.004,75.725,72.739,79.094,0.596219763,1.546128783,0.933074297,0.674747475,0.914, Eastern Europe
9419,ALB,Albania,2005,1603.342,1592.788,3196.13,-0.5194,111.177,4116.78,0.362938929,1.919,75.949,72.985,79.349,0.612638424,1.647105596,0.927252514,0.646127946,0.882, Eastern Europe
9491,ALB,Albania,2006,1596.511,1583.062,3179.573,-0.4208,110.602,4367.44,0.331491052,1.849,76.124,73.192,79.544,0.559554624,1.747394566,0.922449042,0.622558923,0.759, Eastern Europe
9597,ALB,Albania,2007,1590.691,1575.531,3166.222,-0.3041,110.137,4647.31,0.349312209,1.796,76.278,73.379,79.705,0.589636613,1.859371657,0.918575687,0.604713805,0.752, Eastern Europe
9658,ALB,Albania,2008,1586.181,1570.427,3156.608,-0.1719,109.803,5010.03,0.356712015,1.761,76.433,73.565,79.853,0.602127436,2.004493674,0.915786499,0.592929293,0.712, Eastern Europe
9690,ALB,Albania,2009,1583.341,1567.844,3151.185,-0.0331,109.614,5178.87,0.335746711,1.744,76.598,73.757,79.999,0.566738147,2.072043933,0.914213193,0.587205387,0.648, Eastern Europe
9754,ALB,Albania,2010,1582.377,1567.766,3150.143,0.1187,109.578,5374.99,0.370776819,1.741,76.78,73.959,80.149,0.625868728,2.150512323,0.913910891,0.586195286,0.69, Eastern Europe
9846,ARE,United.Arab.Emirates,1960,44.857,44.751,89.608,8.6733,1.072,22432.8,NA,6.928,52.214,49.612,55.006,0.004264262,1.60683657,0.049603155,1.578851413,NA, Middle East
9912,ARE,United.Arab.Emirates,1961,50.593,47.134,97.727,10.7094,1.169,23179.64,NA,6.91,53.259,50.709,55.993,0.003909994,1.660331382,0.054097486,1.574749316,NA, Middle East
9926,ARE,United.Arab.Emirates,1962,58.63,50.144,108.774,11.1251,1.301,24249.83,NA,6.893,54.295,51.807,56.973,0.00585483,1.736988573,0.060212632,1.570875114,NA, Middle East
10008,ARE,United.Arab.Emirates,1963,68.038,53.536,121.574,10.0379,1.454,25025.21,NA,6.877,55.319,52.904,57.946,0.00628608,1.792528064,0.067298165,1.567228806,NA, Middle East
10111,ARE,United.Arab.Emirates,1964,77.459,56.952,134.411,8.5037,1.608,25675.9,NA,6.861,56.328,53.996,58.909,0.004738104,1.839135708,0.074404179,1.563582498,NA, Middle East
10131,ARE,United.Arab.Emirates,1965,86.131,60.21,146.341,6.9605,1.75,26164.28,NA,6.841,57.314,55.074,59.854,0.005222213,1.874118436,0.081008116,1.559024613,NA, Middle East
10224,ARE,United.Arab.Emirates,1966,93.638,63.252,156.89,6.4602,1.877,26482.8,NA,6.816,58.266,56.126,60.771,0.005682928,1.89693331,0.086847591,1.553327256,NA, Middle East
10282,ARE,United.Arab.Emirates,1967,100.953,66.407,167.36,7.7034,2.002,26610.43,NA,6.783,59.176,57.139,61.652,0.190264482,1.906075367,0.092643335,1.545806746,NA, Middle East
10361,ARE,United.Arab.Emirates,1968,110.395,70.367,180.762,10.6904,2.162,26374.44,NA,6.738,60.038,58.106,62.489,0.238870183,1.889171846,0.100062109,1.535551504,NA, Middle East
10371,ARE,United.Arab.Emirates,1969,125.106,76.051,201.157,14.0619,2.406,25495.05,27.82403794,6.679,60.85,59.022,63.279,3.543965937,1.826181786,0.111351908,1.522105743,10.914, Middle East
10470,ARE,United.Arab.Emirates,1970,147.364,84.165,231.529,16.1872,2.769,24552.41,17.9588734,6.605,61.614,59.883,64.02,2.287433469,1.758661808,0.128164548,1.505241568,7.315, Middle East
10543,ARE,United.Arab.Emirates,1971,177.329,94.882,272.211,16.9336,3.256,24805.57,21.22250754,6.512,62.333,60.693,64.715,2.703124686,1.776794945,0.150684363,1.484047402,8.556, Middle East
10588,ARE,United.Arab.Emirates,1972,214.297,108.142,322.439,17.1073,3.857,24805.62,19.83631012,6.402,63.018,61.459,65.369,2.526563813,1.776798514,0.178488435,1.458979034,7.997, Middle East
10627,ARE,United.Arab.Emirates,1973,258.494,124.105,382.599,16.8569,4.577,24887.07,21.83225779,6.279,63.675,62.188,65.991,2.780788976,1.782633237,0.211790437,1.43094804,8.773, Middle East
10716,ARE,United.Arab.Emirates,1974,309.965,142.883,452.848,16.2481,5.417,28449.08,18.86504964,6.146,64.307,62.885,66.583,2.40285373,2.037775916,0.250677277,1.400638104,6.631, Middle East
10756,ARE,United.Arab.Emirates,1975,368.252,164.49,532.742,15.7231,6.373,25465,15.90450912,6.009,64.917,63.551,67.147,2.025767745,1.824029636,0.294903177,1.369416591,6.246, Middle East
10832,ARE,United.Arab.Emirates,1976,434.479,188.971,623.45,14.8994,7.458,25598.05,17.34381266,5.873,65.506,64.187,67.685,2.209092778,1.83355947,0.345115245,1.338422972,6.775, Middle East
10930,ARE,United.Arab.Emirates,1977,507.466,216.151,723.617,13.3773,8.656,26296.29,14.61684842,5.744,66.069,64.794,68.197,1.861757557,1.883573717,0.400563411,1.309024613,5.559, Middle East
10961,ARE,United.Arab.Emirates,1978,581.662,245.529,827.191,11.296,9.895,22545,14.77409691,5.624,66.608,65.373,68.685,1.881786401,1.614873321,0.457897545,1.281677302,6.553, Middle East
11014,ARE,United.Arab.Emirates,1979,649.685,276.427,926.112,9.1476,11.078,24801.71,10.77947376,5.517,67.123,65.924,69.149,1.372988633,1.776518589,0.512655979,1.257292616,4.346, Middle East
11088,ARE,United.Arab.Emirates,1980,706.555,308.27,1014.825,7.2067,12.139,27709.37,9.91698076,5.423,67.615,66.451,69.592,1.263132335,1.984791287,0.5617637,1.235870556,3.579, Middle East
11192,ARE,United.Arab.Emirates,1981,749.723,340.937,1090.66,5.7979,13.046,26635.27,9.215520877,5.344,68.086,66.952,70.013,1.17378693,1.907854971,0.603742711,1.21786691,3.46, Middle East
11264,ARE,United.Arab.Emirates,1982,781.461,374.304,1155.765,5.0294,13.825,22983.21,8.699865457,5.274,68.537,67.428,70.413,1.108107562,1.646261746,0.639782053,1.201914312,3.785, Middle East
11310,ARE,United.Arab.Emirates,1983,807.574,407.806,1215.38,4.9692,14.538,20538.24,7.930030114,5.209,68.969,67.881,70.793,1.01005313,1.47113102,0.672782367,1.187101185,3.861, Middle East
11338,ARE,United.Arab.Emirates,1984,836.513,440.787,1277.3,5.3293,15.279,20159.51,9.905268927,5.141,69.383,68.311,71.155,1.261640591,1.444003297,0.707058629,1.171604376,4.913, Middle East
11442,ARE,United.Arab.Emirates,1985,874.418,472.8,1347.218,5.7473,16.115,18545.88,10.10601105,5.065,69.78,68.722,71.499,1.287209247,1.328420972,0.745762243,1.154284412,5.449, Middle East
11507,ARE,United.Arab.Emirates,1986,923.324,503.591,1426.915,5.9767,17.068,13769.85,9.027167,4.973,70.157,69.112,71.827,1.149796174,0.98631878,0.789879092,1.13331814,6.556, Middle East
11562,ARE,United.Arab.Emirates,1987,981.489,533.309,1514.798,6.0436,18.12,13480.34,8.585963277,4.86,70.515,69.483,72.138,1.093599766,0.965581587,0.838527361,1.107566089,6.369, Middle East
11596,ARE,United.Arab.Emirates,1988,1046.734,562.436,1609.17,5.9069,19.248,12682.24,8.196772249,4.724,70.854,69.838,72.435,1.04402825,0.908414391,0.890767662,1.07657247,6.463, Middle East
11662,ARE,United.Arab.Emirates,1989,1115.388,591.697,1707.085,5.6603,20.42,13220.37,8.704311736,4.566,71.177,70.178,72.72,1.108673887,0.946960055,0.944969217,1.040565178,6.584, Middle East
11726,ARE,United.Arab.Emirates,1990,1184.835,621.663,1806.498,5.4666,21.609,13960.85,7.851101966,4.388,71.485,70.506,72.996,1,1,1,1,5.624, Middle East
11783,ARE,United.Arab.Emirates,1991,1255.227,652.775,1908.002,5.3558,22.823,13446.6,8.14831431,4.193,71.781,70.824,73.263,1.037856131,0.963165095,1.056188271,0.95556062,6.06, Middle East
11859,ARE,United.Arab.Emirates,1992,1327.906,685.071,2012.977,5.234,24.079,13056.49,7.875897241,3.989,72.068,71.133,73.524,1.00315819,0.9352218,1.11429794,0.909070191,6.032, Middle East
11936,ARE,United.Arab.Emirates,1993,1402.873,718.27,2121.143,5.1014,25.373,12288.37,8.4826907,3.784,72.347,71.434,73.779,1.080445871,0.88020229,1.17417401,0.862351869,6.903, Middle East
11977,ARE,United.Arab.Emirates,1994,1480.263,751.896,2232.159,4.9872,26.7,12425.28,8.934399386,3.583,72.62,71.729,74.031,1.137980302,0.890009209,1.235627717,0.816545123,7.19, Middle East
12040,ARE,United.Arab.Emirates,1995,1560.506,785.799,2346.305,5.1704,28.066,12495,8.210356284,3.393,72.89,72.018,74.281,1.045758458,0.895003181,1.298814059,0.773245214,6.571, Middle East
12105,ARE,United.Arab.Emirates,1996,1649.071,821.739,2470.81,5.4418,29.555,12445.34,4.531712272,3.215,73.155,72.301,74.529,0.57720716,0.891445611,1.3677347,0.732680036,3.641, Middle East
12195,ARE,United.Arab.Emirates,1997,1748.126,860.867,2608.993,5.3908,31.208,12787.89,4.353020495,3.052,73.415,72.579,74.774,0.554447072,0.915982121,1.444226896,0.695533273,3.404, Middle East
12241,ARE,United.Arab.Emirates,1998,1851.573,901.925,2753.498,4.9646,32.937,12212.36,8.071187994,2.902,73.669,72.849,75.015,1.028032502,0.87475757,1.524218682,0.661349134,6.609, Middle East
12326,ARE,United.Arab.Emirates,1999,1950.637,943.011,2893.648,4.484,34.613,12017.14,7.386178277,2.766,73.918,73.114,75.254,0.940782365,0.860774521,1.601799725,0.630355515,6.146, Middle East
12384,ARE,United.Arab.Emirates,2000,2042.449,983.903,3026.352,3.4347,36.2,12814.3,10.14290472,2.644,74.163,73.373,75.49,1.291908419,0.917874307,1.675258982,0.602552416,7.915, Middle East
12460,ARE,United.Arab.Emirates,2001,2111.995,1020.109,3132.104,2.8908,37.465,12403.83,8.829847285,2.532,74.405,73.628,75.722,1.124663432,0.888472795,1.733798764,0.577028259,7.119, Middle East
12544,ARE,United.Arab.Emirates,2002,2169.18,1054.789,3223.969,4.4078,38.564,11721.3,7.164771125,2.428,74.643,73.878,75.951,0.912581591,0.839583877,1.784651298,0.553327256,6.113, Middle East
12545,ARE,United.Arab.Emirates,2003,2265.016,1104.238,3369.254,8.2405,40.302,13008.04,8.647611608,2.329,74.877,74.124,76.175,1.101451955,0.931751512,1.865074858,0.530765725,6.648, Middle East
12617,ARE,United.Arab.Emirates,2004,2468.334,1190.324,3658.658,12.5743,43.764,13681.15,8.440526554,2.236,75.108,74.365,76.396,1.075075396,0.97996549,2.02527653,0.509571559,6.169, Middle East
12722,ARE,United.Arab.Emirates,2005,2822.166,1326.717,4148.883,16.1412,49.628,14208.05,7.634343991,2.149,75.332,74.6,76.613,0.972391395,1.017706801,2.296644115,0.489744758,5.373, Middle East
12776,ARE,United.Arab.Emirates,2006,3353.702,1521.937,4875.639,17.3149,58.321,14814.73,6.928527727,2.071,75.549,74.825,76.824,0.882491115,1.061162816,2.698945141,0.471969006,4.677, Middle East
12822,ARE,United.Arab.Emirates,2007,4031.374,1765.973,5797.347,15.9321,69.346,15152.49,6.557482241,2.004,75.757,75.04,77.031,0.835230808,1.085355657,3.209163254,0.456700091,4.328, Middle East
12885,ARE,United.Arab.Emirates,2008,4767.443,2031.192,6798.635,12.6875,81.323,15346.5,6.375103238,1.948,75.955,75.245,77.233,0.812001075,1.099252573,3.76343345,0.443938013,4.154, Middle East
12941,ARE,United.Arab.Emirates,2009,5439.345,2278.974,7718.319,8.9568,92.324,14070.68,5.745033342,1.903,76.144,75.439,77.431,0.73174866,1.00786743,4.272531163,0.433682771,4.083, Middle East
13018,ARE,United.Arab.Emirates,2010,5959.851,2481.686,8441.537,5.5703,100.975,13746.26,5.414179906,1.868,76.325,75.623,77.623,0.689607641,0.984629338,4.672873704,0.425706472,3.939, Middle East
13095,ARG,Argentina,1960,10472.752,10151.246,20623.998,1.6124,7.418,5559.47,0.645461661,3.109,65.022,62.417,68.154,0.685708413,0.864220993,0.632155637,1.040147206,1.161, Latin America
13176,ARG,Argentina,1961,10630.004,10329.237,20959.241,1.5906,7.538,5861.84,0.665911518,3.1,65.142,62.459,68.362,0.707433389,0.911225405,0.642431324,1.037136166,1.136, Latin America
13211,ARG,Argentina,1962,10786.653,10508.637,21295.29,1.5635,7.659,5677.23,0.687616839,3.089,65.234,62.477,68.536,0.730492111,0.882527959,0.652731716,1.033456005,1.211, Latin America
13250,ARG,Argentina,1963,10942.25,10688.604,21630.854,1.5282,7.78,5455.44,0.631412888,3.078,65.311,62.485,68.685,0.670783651,0.848050197,0.663017243,1.029775845,1.157, Latin America
13330,ARG,Argentina,1964,11096.125,10867.827,21963.952,1.4907,7.9,5926.13,0.691906447,3.068,65.388,62.499,68.82,0.735049191,0.921218533,0.673227182,1.026430244,1.168, Latin America
13420,ARG,Argentina,1965,11248.153,11045.664,22293.817,1.4476,8.018,6370.75,0.720065119,3.058,65.481,62.536,68.958,0.764963653,0.990334979,0.683338026,1.023084644,1.13, Latin America
13465,ARG,Argentina,1966,11397.286,11221.601,22618.887,1.4161,8.135,6320.6,0.761222248,3.051,65.603,62.612,69.111,0.80868707,0.982540215,0.693301896,1.020742723,1.204, Latin America
13524,ARG,Argentina,1967,11544.6,11396.877,22941.477,1.4188,8.251,6398.95,0.779112871,3.048,65.759,62.731,69.289,0.827693235,0.99471937,0.70318975,1.019739043,1.218, Latin America
13630,ARG,Argentina,1968,11694.593,11574.709,23269.302,1.4649,8.369,6577.76,0.809607439,3.049,65.953,62.893,69.495,0.860089244,1.022514647,0.713238065,1.020073603,1.231, Latin America
13691,ARG,Argentina,1969,11853.275,11759.4,23612.675,1.5375,8.493,7037.28,0.89307967,3.056,66.184,63.099,69.733,0.948766256,1.093947782,0.723762948,1.022415524,1.269, Latin America
13749,ARG,Argentina,1970,12024.554,11953.978,23978.532,1.6221,8.624,7301.97,0.940924991,3.073,66.449,63.344,70,0.999594896,1.135093291,0.734976999,1.028103044,1.289, Latin America
13809,ARG,Argentina,1971,12211.181,12159.479,24370.66,1.6892,8.765,7529.94,0.995213096,3.104,66.74,63.618,70.291,1.057268052,1.170531434,0.746996295,1.038474406,1.322, Latin America
13833,ARG,Argentina,1972,12410.973,12374.857,24785.83,1.718,8.914,7634.57,0.991937732,3.148,67.044,63.906,70.593,1.053788457,1.186795979,0.759721861,1.053195049,1.299, Latin America
13892,ARG,Argentina,1973,12616.901,12598.427,25215.328,1.6956,9.069,7961.97,1.01731772,3.203,67.349,64.198,70.896,1.080750975,1.237691721,0.772886602,1.071595851,1.278, Latin America
13984,ARG,Argentina,1974,12819.002,12827.531,25646.533,1.6394,9.224,8334.08,1.016199734,3.264,67.652,64.485,71.196,1.079563278,1.295536312,0.786103664,1.092004015,1.219, Latin America
14029,ARG,Argentina,1975,13010.434,13060.009,26070.443,1.5732,9.377,8122.5,0.993001922,3.321,67.95,64.766,71.494,1.054919003,1.262645145,0.799097124,1.111073938,1.223, Latin America
14130,ARG,Argentina,1976,13188.221,13295.614,26483.835,1.5211,9.525,7965.2,1.027494696,3.366,68.248,65.045,71.793,1.09156252,1.238193507,0.811768193,1.12612914,1.29, Latin America
14203,ARG,Argentina,1977,13355.417,13534.347,26889.764,1.4888,9.671,8304.38,1.022173344,3.391,68.549,65.327,72.097,1.085909364,1.290919097,0.824210509,1.134493142,1.231, Latin America
14220,ARG,Argentina,1978,13518.541,13774.552,27293.093,1.485,9.816,7807.25,1.025534189,3.391,68.856,65.612,72.407,1.089479769,1.213639477,0.836573131,1.134493142,1.314, Latin America
14281,ARG,Argentina,1979,13687.137,14014.275,27701.412,1.5002,9.963,8226.91,1.089800043,3.368,69.164,65.897,72.718,1.15775282,1.278876113,0.849088705,1.12679826,1.325, Latin America
14380,ARG,Argentina,1980,13867.998,14252.137,28120.135,1.5175,10.114,8205.98,1.054511296,3.325,69.464,66.174,73.022,1.120263698,1.275622543,0.861923176,1.112412178,1.285, Latin America
14415,ARG,Argentina,1981,14063.117,14487.006,28550.123,1.5258,10.268,7606.56,0.974671808,3.27,69.746,66.433,73.308,1.035445943,1.182442273,0.875102935,1.094011375,1.281, Latin America
14525,ARG,Argentina,1982,14269.979,14719.09,28989.069,1.5279,10.426,7245.76,0.972918447,3.213,70.004,66.668,73.571,1.033583255,1.126355268,0.888557271,1.074941452,1.343, Latin America
14539,ARG,Argentina,1983,14485.385,14950.019,29435.404,1.5211,10.587,7387.05,0.974744563,3.163,70.235,66.877,73.806,1.035523235,1.148320132,0.90223809,1.058213449,1.32, Latin America
14654,ARG,Argentina,1984,14704.302,15182.262,29886.564,1.5072,10.749,7425.85,0.971975233,3.123,70.439,67.062,74.016,1.032581228,1.154351731,0.916066802,1.044831047,1.309, Latin America
14697,ARG,Argentina,1985,14922.939,15417.48,30340.419,1.492,10.912,6834.93,0.904173406,3.093,70.624,67.227,74.206,0.960551724,1.062492479,0.92997812,1.034794246,1.323, Latin America
14742,ARG,Argentina,1986,15140.351,15656.13,30796.481,1.4765,11.076,7223.79,0.922800238,3.073,70.798,67.382,74.387,0.980340003,1.122941071,0.943957086,1.028103044,1.277, Latin America
14818,ARG,Argentina,1987,15357.366,15897.208,31254.574,1.4566,11.241,7297.93,1.002893209,3.056,70.972,67.538,74.569,1.065427045,1.134465681,0.957998305,1.022415524,1.374, Latin America
14901,ARG,Argentina,1988,15574.003,16139.144,31713.147,1.4316,11.406,7054.36,1.044551019,3.037,71.156,67.702,74.762,1.109682363,1.096603291,0.972054237,1.016058883,1.481, Latin America
14913,ARG,Argentina,1989,15790.71,16379.697,32170.407,1.4028,11.57,6520.11,0.992558161,3.016,71.353,67.879,74.969,1.054447572,1.013553349,0.986069923,1.009033121,1.522, Latin America
15012,ARG,Argentina,1990,16007.682,16617.192,32624.874,1.3709,11.734,6432.92,0.941306317,2.989,71.566,68.07,75.191,1,1,1,1,1.463, Latin America
15096,ARG,Argentina,1991,16224.394,16850.8,33075.194,1.3383,11.896,6954.71,0.964831831,2.956,71.791,68.275,75.426,1.024992411,1.081112298,1.013802965,0.988959518,1.387, Latin America
15153,ARG,Argentina,1992,16440.05,17080.753,33520.803,1.3074,12.056,7383.74,0.988013324,2.918,72.024,68.487,75.666,1.049619349,1.147804991,1.027461531,0.976246236,1.338, Latin America
15196,ARG,Argentina,1993,16654.271,17307.676,33961.947,1.2797,12.215,7748.37,0.952389449,2.875,72.257,68.702,75.905,1.011774203,1.204486567,1.040983239,0.961860154,1.229, Latin America
15265,ARG,Argentina,1994,16866.681,17532.662,34399.343,1.2533,12.372,8119.05,0.977867513,2.827,72.489,68.917,76.142,1.038840912,1.262109101,1.054390064,0.945801271,1.204, Latin America
15304,ARG,Argentina,1995,17076.839,17756.329,34833.168,1.2295,12.528,7785.95,0.959401683,2.774,72.719,69.129,76.377,1.019223674,1.210328797,1.067687434,0.928069588,1.232, Latin America
15389,ARG,Argentina,1996,17284.941,17979.129,35264.07,1.2028,12.683,8090.8,0.999260721,2.717,72.945,69.338,76.61,1.061568059,1.257717986,1.080895209,0.908999665,1.235, Latin America
15428,ARG,Argentina,1997,17490.517,18200.261,35690.778,1.1659,12.837,8614.73,1.029033326,2.657,73.169,69.543,76.843,1.093197089,1.339162837,1.093974432,0.888926062,1.195, Latin America
15549,ARG,Argentina,1998,17691.719,18417.623,36109.342,1.1159,12.987,8899.89,1.039730937,2.596,73.39,69.743,77.076,1.104561733,1.383490849,1.106804029,0.868517899,1.168, Latin America
15602,ARG,Argentina,1999,17886.173,18628.385,36514.558,1.0584,13.133,8545.16,1.08655293,2.535,73.608,69.939,77.309,1.154303238,1.328347886,1.119224491,0.848109736,1.272, Latin America
15627,ARG,Argentina,2000,18072.39,18830.677,36903.067,0.9984,13.273,8409.97,1.042514976,2.477,73.822,70.132,77.54,1.107519366,1.307332866,1.131132859,0.828705253,1.24, Latin America
15713,ARG,Argentina,2001,18249.605,19023.756,37273.361,0.9457,13.406,7967.81,0.970371306,2.424,74.033,70.321,77.768,1.030877291,1.238598374,1.14248291,0.81097357,1.218, Latin America
15802,ARG,Argentina,2002,18418.872,19208.673,37627.545,0.9071,13.533,7038.06,0.893361499,2.379,74.24,70.51,77.99,0.949065657,1.094069474,1.153339167,0.795918367,1.269, Latin America
15826,ARG,Argentina,2003,18582.815,19387.596,37970.411,0.8872,13.656,7518.34,0.956112906,2.34,74.444,70.698,78.205,1.01572983,1.168729191,1.16384851,0.782870525,1.272, Latin America
15935,ARG,Argentina,2004,18745.133,19563.646,38308.779,0.8812,13.778,7966.89,1.111703404,2.31,74.645,70.887,78.412,1.18102193,1.238455245,1.174219983,0.772833724,1.395, Latin America
15978,ARG,Argentina,2005,18908.631,19739.223,38647.854,0.8786,13.9,8540.6,1.135690484,2.286,74.843,71.078,78.609,1.206504687,1.327639085,1.184613127,0.764804282,1.33, Latin America
16050,ARG,Argentina,2006,19074.049,19914.874,38988.923,0.8745,14.023,9101.15,1.21867947,2.268,75.036,71.27,78.796,1.294668321,1.414777488,1.195067389,0.758782201,1.339, Latin America
